epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53,epoch_54,epoch_55,epoch_56,epoch_57,epoch_58,epoch_59,epoch_60,epoch_61,epoch_62,epoch_63,epoch_64,epoch_65,epoch_66,epoch_67,epoch_68,epoch_69,epoch_70,epoch_71,epoch_72,epoch_73,epoch_74,epoch_75,epoch_76,epoch_77,epoch_78,epoch_79,epoch_80,epoch_81,epoch_82,epoch_83,epoch_84,epoch_85,epoch_86,epoch_87,epoch_88,epoch_89,epoch_90,epoch_91,epoch_92,epoch_93,epoch_94,epoch_95,epoch_96,epoch_97,epoch_98,epoch_99,epoch_100,epoch_101,epoch_102,epoch_103,epoch_104,epoch_105,epoch_106,epoch_107,epoch_108,epoch_109,epoch_110,epoch_111,epoch_112,epoch_113,epoch_114,epoch_115,epoch_116,epoch_117,epoch_118,epoch_119,epoch_120,epoch_121,epoch_122,epoch_123,epoch_124,epoch_125,epoch_126,epoch_127,epoch_128,epoch_129,epoch_130,epoch_131,epoch_132,epoch_133,epoch_134,epoch_135,epoch_136,epoch_137,epoch_138,epoch_139,epoch_140,epoch_141,epoch_142,epoch_143,epoch_144,epoch_145,epoch_146,epoch_147,epoch_148,epoch_149,epoch_150,epoch_151,epoch_152,epoch_153,epoch_154,epoch_155,epoch_156,epoch_157,epoch_158,epoch_159,epoch_160,epoch_161,epoch_162,epoch_163,epoch_164,epoch_165,epoch_166,epoch_167,epoch_168,epoch_169,epoch_170,epoch_171,epoch_172,epoch_173,epoch_174,epoch_175,epoch_176,epoch_177,epoch_178,epoch_179,epoch_180,epoch_181,epoch_182,epoch_183,epoch_184,epoch_185,epoch_186,epoch_187,epoch_188,epoch_189,epoch_190,epoch_191,epoch_192,epoch_193,epoch_194,epoch_195,epoch_196,epoch_197,epoch_198,epoch_199
18.3,31.7,32.59,33.93,34.82,35.71,39.73,38.39,42.86,38.39,40.62,40.62,41.52,43.3,43.75,46.43,45.54,45.54,45.09,45.09,45.98,44.2,45.54,46.88,45.54,47.77,46.88,44.64,48.66,46.88,46.43,50.45,46.43,52.23,49.55,49.55,50.89,53.57,48.21,50.0,49.11,48.66,48.66,52.23,52.23,53.57,53.57,52.68,50.0,51.79,53.12,51.79,52.23,52.23,52.68,52.68,51.79,56.7,53.57,50.0,53.57,52.23,56.25,55.36,51.34,51.79,53.12,54.02,54.02,55.36,52.23,53.12,53.57,58.04,55.36,54.02,56.25,54.91,53.57,54.46,53.57,54.02,54.46,55.8,55.36,54.91,53.12,54.91,53.12,57.59,54.46,56.25,58.04,58.04,55.36,54.02,54.46,52.23,56.25,56.7,56.25,57.14,57.14,56.7,56.25,55.36,56.7,56.7,56.25,54.91,57.14,55.8,54.02,55.8,54.02,54.91,56.25,57.14,57.14,54.91,56.25,58.04,55.36,56.7,56.25,55.36,55.8,56.7,54.91,56.7,57.14,56.7,58.04,55.36,56.25,55.8,54.46,54.46,57.59,54.91,56.25,57.14,57.14,56.7,54.91,55.8,54.46,58.04,57.59,55.36,57.59,56.25,57.14,55.36,58.04,57.14,58.48,56.7,54.91,57.59,57.14,55.36,57.14,56.25,56.25,55.36,57.59,54.91,56.7,57.59,56.7,57.14,59.38,55.36,54.91,57.14,56.25,57.59,58.48,57.59,56.7,57.59,54.02,55.8,56.25,56.25,56.7,54.91,55.8,58.04,55.8,55.8,54.91,57.14,57.59,59.38,57.59,57.59,55.36,59.38
17.37,31.58,29.47,27.89,32.63,32.11,38.95,45.26,48.42,43.16,44.74,45.79,51.58,50.0,56.32,52.63,55.26,51.58,55.79,55.26,54.74,56.84,51.58,55.26,54.21,58.42,55.26,53.68,55.79,58.42,59.47,65.26,58.95,58.95,60.53,63.16,61.05,60.53,53.16,56.84,56.32,58.42,60.0,64.21,65.79,66.32,63.16,62.11,61.05,62.11,61.58,59.47,58.95,63.68,61.05,62.11,62.63,66.84,65.26,58.42,62.63,63.68,66.32,64.74,65.79,63.16,69.47,62.63,62.63,63.68,63.16,62.63,62.63,70.53,63.68,61.05,69.47,65.79,62.11,62.11,64.74,64.74,64.21,67.89,65.79,63.16,66.32,64.74,66.32,67.89,70.53,61.58,68.42,70.0,66.84,64.74,66.84,60.53,68.42,69.47,63.68,65.26,69.47,70.53,61.58,68.95,66.84,71.58,66.84,60.53,66.32,68.42,65.26,60.53,67.89,68.42,69.47,68.42,68.42,70.0,68.95,68.42,70.53,71.05,65.79,66.84,65.79,68.42,71.05,67.37,68.42,68.42,68.42,70.53,67.89,68.95,68.42,66.32,67.37,68.42,68.42,69.47,73.16,70.0,70.0,70.0,68.95,69.47,70.0,72.63,72.63,69.47,69.47,67.37,63.68,73.16,73.68,68.95,69.47,67.37,72.11,66.84,72.11,68.95,69.47,70.0,73.16,70.0,71.05,70.0,71.58,71.05,70.53,68.42,67.89,72.11,70.53,71.58,67.37,70.53,69.47,68.42,61.05,70.53,71.05,68.95,73.68,68.95,66.32,71.58,73.16,69.47,68.95,67.37,73.16,71.58,72.63,72.11,67.37,70.53
12.07,29.31,31.03,32.76,29.31,32.76,31.03,29.31,29.31,27.59,29.31,27.59,29.31,32.76,34.48,31.03,31.03,32.76,25.86,24.14,29.31,29.31,27.59,25.86,31.03,27.59,31.03,27.59,32.76,36.21,31.03,34.48,41.38,36.21,36.21,36.21,36.21,41.38,43.1,39.66,34.48,34.48,32.76,34.48,36.21,39.66,34.48,36.21,39.66,36.21,43.1,36.21,37.93,37.93,34.48,39.66,36.21,39.66,39.66,37.93,36.21,43.1,39.66,37.93,36.21,37.93,39.66,36.21,41.38,41.38,43.1,37.93,41.38,43.1,37.93,36.21,39.66,39.66,39.66,34.48,39.66,37.93,39.66,36.21,41.38,36.21,37.93,41.38,43.1,39.66,39.66,37.93,37.93,43.1,39.66,41.38,43.1,37.93,37.93,39.66,41.38,37.93,41.38,34.48,37.93,39.66,39.66,34.48,37.93,41.38,36.21,41.38,43.1,46.55,44.83,39.66,37.93,41.38,43.1,43.1,43.1,39.66,44.83,41.38,41.38,37.93,41.38,36.21,41.38,37.93,41.38,41.38,43.1,44.83,39.66,44.83,41.38,43.1,41.38,43.1,46.55,48.28,43.1,41.38,43.1,36.21,39.66,43.1,37.93,44.83,41.38,39.66,41.38,46.55,44.83,44.83,44.83,44.83,48.28,43.1,48.28,43.1,46.55,44.83,41.38,41.38,44.83,50.0,46.55,46.55,43.1,43.1,43.1,44.83,43.1,46.55,48.28,43.1,43.1,44.83,46.55,39.66,44.83,46.55,43.1,43.1,41.38,48.28,43.1,41.38,43.1,44.83,44.83,44.83,44.83,46.55,50.0,50.0,43.1,46.55
16.67,33.33,33.33,36.67,30.0,33.33,30.0,33.33,36.67,30.0,30.0,33.33,36.67,40.0,43.33,40.0,46.67,43.33,46.67,46.67,36.67,43.33,43.33,43.33,43.33,40.0,46.67,43.33,46.67,40.0,36.67,36.67,40.0,36.67,40.0,40.0,33.33,40.0,36.67,40.0,36.67,40.0,40.0,46.67,40.0,36.67,40.0,46.67,43.33,46.67,40.0,46.67,43.33,43.33,46.67,40.0,46.67,46.67,53.33,43.33,43.33,46.67,50.0,50.0,50.0,50.0,53.33,50.0,50.0,53.33,56.67,60.0,46.67,60.0,53.33,50.0,63.33,56.67,56.67,50.0,56.67,60.0,60.0,53.33,60.0,60.0,60.0,60.0,50.0,56.67,60.0,53.33,60.0,60.0,60.0,60.0,63.33,46.67,60.0,60.0,56.67,56.67,60.0,60.0,60.0,63.33,60.0,60.0,60.0,60.0,60.0,56.67,60.0,63.33,56.67,60.0,60.0,60.0,63.33,60.0,60.0,60.0,63.33,60.0,60.0,60.0,63.33,60.0,60.0,63.33,60.0,60.0,60.0,63.33,63.33,60.0,56.67,60.0,60.0,63.33,60.0,60.0,60.0,63.33,63.33,60.0,63.33,60.0,56.67,60.0,60.0,60.0,63.33,63.33,60.0,60.0,60.0,60.0,63.33,60.0,63.33,60.0,60.0,60.0,63.33,60.0,60.0,63.33,63.33,60.0,63.33,63.33,56.67,60.0,60.0,60.0,56.67,63.33,60.0,63.33,63.33,66.67,60.0,63.33,63.33,70.0,63.33,63.33,63.33,60.0,63.33,63.33,60.0,63.33,60.0,66.67,63.33,63.33,63.33,63.33
