epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53,epoch_54,epoch_55,epoch_56,epoch_57,epoch_58,epoch_59,epoch_60,epoch_61,epoch_62,epoch_63,epoch_64,epoch_65,epoch_66,epoch_67,epoch_68,epoch_69,epoch_70,epoch_71,epoch_72,epoch_73,epoch_74,epoch_75,epoch_76,epoch_77,epoch_78,epoch_79,epoch_80,epoch_81,epoch_82,epoch_83,epoch_84,epoch_85,epoch_86,epoch_87,epoch_88,epoch_89,epoch_90,epoch_91,epoch_92,epoch_93,epoch_94,epoch_95,epoch_96,epoch_97,epoch_98,epoch_99,epoch_100,epoch_101,epoch_102,epoch_103,epoch_104,epoch_105,epoch_106,epoch_107,epoch_108,epoch_109,epoch_110,epoch_111,epoch_112,epoch_113,epoch_114,epoch_115,epoch_116,epoch_117,epoch_118,epoch_119,epoch_120,epoch_121,epoch_122,epoch_123,epoch_124,epoch_125,epoch_126,epoch_127,epoch_128,epoch_129,epoch_130,epoch_131,epoch_132,epoch_133,epoch_134,epoch_135,epoch_136,epoch_137,epoch_138,epoch_139,epoch_140,epoch_141,epoch_142,epoch_143,epoch_144,epoch_145,epoch_146,epoch_147,epoch_148,epoch_149,epoch_150,epoch_151,epoch_152,epoch_153,epoch_154,epoch_155,epoch_156,epoch_157,epoch_158,epoch_159,epoch_160,epoch_161,epoch_162,epoch_163,epoch_164,epoch_165,epoch_166,epoch_167,epoch_168,epoch_169,epoch_170,epoch_171,epoch_172,epoch_173,epoch_174,epoch_175,epoch_176,epoch_177,epoch_178,epoch_179,epoch_180,epoch_181,epoch_182,epoch_183,epoch_184,epoch_185,epoch_186,epoch_187,epoch_188,epoch_189,epoch_190,epoch_191,epoch_192,epoch_193,epoch_194,epoch_195,epoch_196,epoch_197,epoch_198,epoch_199
30.34,52.71,52.87,51.09,50.99,51.85,53.47,55.47,56.82,60.71,62.94,58.47,66.31,67.84,70.87,69.6,70.69,72.31,72.91,74.6,81.71,78.55,79.23,81.67,78.87,83.11,81.69,81.79,83.8,83.79,87.61,81.82,84.51,89.35,84.15,86.6,85.5,87.23,86.96,87.11,84.18,86.52,85.47,86.97,89.24,88.01,86.54,86.24,88.62,86.89,89.05,88.73,88.3,87.73,88.27,87.82,88.87,88.72,88.87,89.82,86.56,89.56,88.94,87.72,87.19,86.86,88.38,87.98,90.82,88.28,88.83,88.47,88.61,89.15,89.35,87.12,89.08,88.54,89.65,86.71,89.36,90.05,90.52,88.98,90.92,88.66,89.14,88.35,89.02,85.21,88.14,88.11,87.76,88.66,89.18,88.48,88.06,88.75,88.58,87.01,88.27,87.98,88.24,87.62,88.51,88.44,87.52,87.85,90.16,87.48,89.93,90.66,88.78,90.67,89.62,90.82,90.23,90.16,89.58,88.38,88.53,89.5,89.26,91.58,88.58,87.42,88.31,89.59,89.16,87.72,89.89,89.45,91.83,89.61,88.49,87.49,87.95,88.73,88.48,88.63,88.66,89.19,89.17,89.62,89.39,87.9,90.01,89.52,89.53,87.45,88.51,88.25,86.96,88.75,89.64,89.02,88.78,91.23,90.03,88.78,89.75,88.73,90.1,89.66,91.27,90.44,89.7,89.44,88.12,87.95,88.19,90.42,89.49,89.41,88.54,88.67,89.41,88.21,89.48,89.25,89.29,88.81,89.2,88.67,89.2,87.98,89.32,90.29,89.13,88.35,89.04,88.8,88.92,88.94,87.63,88.26,88.86,89.65,87.92,87.26
15.99,23.52,34.98,47.18,50.72,51.67,59.54,66.72,69.41,72.55,74.94,73.64,77.98,80.17,80.82,80.07,79.87,80.32,78.97,78.82,81.86,81.46,81.76,83.86,81.07,83.96,81.42,83.96,85.85,85.5,85.95,83.71,85.6,87.05,85.0,85.8,87.0,86.7,87.05,86.0,86.45,87.69,86.85,86.35,88.24,87.05,86.6,86.15,87.44,86.3,87.54,87.19,87.84,87.59,87.44,87.39,87.89,86.9,87.94,87.79,87.64,88.24,87.14,86.1,88.14,87.49,88.39,88.19,89.14,88.89,88.49,88.34,88.94,88.64,88.64,88.09,89.24,88.34,88.49,88.14,88.69,88.94,88.59,87.0,89.34,87.89,89.14,88.39,88.89,87.79,88.89,89.79,89.29,89.89,89.74,89.94,89.39,89.59,89.29,89.04,89.44,89.44,89.34,89.09,89.79,90.23,89.59,89.79,89.39,90.03,89.94,91.38,89.29,89.84,89.99,90.18,89.94,90.28,89.74,89.84,89.09,90.63,89.74,90.78,90.28,89.54,90.23,90.13,89.59,89.79,90.18,89.44,90.08,89.84,90.38,90.58,90.53,90.33,90.03,89.89,89.79,91.08,90.33,89.99,91.13,90.93,91.58,91.33,90.03,89.99,89.69,89.94,89.94,90.58,90.73,90.98,91.28,91.68,90.13,90.88,91.38,90.38,91.38,91.58,91.38,90.58,90.48,90.23,89.69,89.89,90.08,91.33,89.94,91.13,91.28,91.88,90.68,90.43,91.43,91.68,91.28,91.68,91.28,91.83,90.98,91.78,91.68,91.43,91.63,91.33,91.38,91.58,90.73,91.23,90.93,91.23,92.03,92.48,90.88,90.68
18.4,20.04,23.59,27.24,29.62,31.81,29.74,33.12,41.95,47.34,50.2,54.73,59.26,63.09,65.71,68.85,68.97,68.64,71.71,71.37,72.27,73.09,73.53,74.24,74.2,75.01,74.89,74.97,76.1,76.21,75.19,76.67,77.3,76.76,77.03,76.83,77.14,77.42,77.67,76.93,77.46,77.95,78.46,78.15,78.46,78.66,78.59,78.0,78.56,78.28,78.16,78.51,78.17,78.78,78.73,78.18,78.49,78.34,78.54,79.01,78.82,78.53,78.15,77.99,78.61,78.46,78.42,78.7,78.78,78.91,78.98,78.78,79.21,78.88,78.23,78.34,78.86,78.49,78.63,78.4,78.51,78.66,77.57,77.8,78.62,78.61,79.24,79.05,78.74,78.33,78.38,78.9,78.71,78.76,78.65,78.45,78.31,78.5,78.68,79.24,79.02,79.14,79.41,79.42,78.96,78.06,78.34,78.5,78.16,78.29,78.28,78.0,78.28,78.09,78.98,78.7,78.41,78.33,78.73,78.75,78.78,78.7,78.66,78.92,79.69,79.53,79.43,78.63,79.09,79.31,79.06,78.55,78.53,78.52,78.81,78.55,78.35,78.43,78.94,78.82,78.67,78.47,78.56,78.81,78.79,78.55,78.95,78.8,78.47,78.56,78.73,79.28,78.8,78.95,78.44,77.87,78.28,78.51,78.95,79.15,79.13,78.86,78.83,79.03,78.6,78.58,78.85,79.04,79.36,78.69,78.98,79.03,79.19,79.27,78.85,78.41,78.99,78.9,78.67,78.72,78.63,78.55,78.92,78.99,79.12,79.04,79.15,79.09,79.16,79.2,78.79,79.0,78.96,78.9,78.67,79.17,78.85,78.5,78.64,77.97
9.7,11.69,13.28,14.08,14.63,16.12,16.47,17.21,17.51,19.1,19.2,20.2,21.39,22.74,23.18,22.49,23.88,23.58,23.53,23.43,24.73,24.98,25.52,25.87,25.22,26.32,26.12,26.22,27.31,27.31,27.76,27.01,27.56,28.16,27.46,28.71,28.11,28.36,28.21,27.86,27.76,28.51,28.26,28.31,29.2,28.96,29.0,28.81,29.05,30.2,29.5,29.0,29.4,29.4,30.15,30.2,30.15,29.9,30.4,31.19,30.6,30.7,30.9,30.35,31.54,30.6,31.59,31.69,31.74,32.04,31.79,32.39,32.14,31.99,32.49,32.14,32.19,32.04,32.79,32.79,32.24,32.74,32.74,31.89,32.99,32.44,33.33,32.94,33.18,32.79,33.68,33.23,33.43,32.99,33.28,33.53,33.08,34.13,33.88,33.38,34.13,34.18,33.93,33.98,34.33,34.18,33.33,34.23,34.08,34.58,34.88,34.48,33.68,34.03,34.88,35.17,33.63,34.53,34.13,33.68,34.03,33.68,33.78,34.78,34.58,34.13,34.63,34.63,34.88,34.83,35.82,35.02,35.32,35.07,35.92,35.72,35.62,35.87,35.92,36.22,36.27,35.07,36.12,35.72,36.12,35.42,34.98,35.17,35.07,34.93,34.93,35.62,35.67,35.07,35.02,36.02,35.37,36.12,36.32,36.67,35.72,35.62,36.37,36.27,36.52,35.92,35.82,36.42,35.97,36.02,36.07,36.57,36.77,36.77,36.67,36.67,36.97,36.02,36.52,36.37,36.42,36.12,36.67,36.37,35.72,36.37,36.72,36.82,37.11,36.92,37.06,37.21,37.11,37.06,37.46,36.67,36.87,37.51,37.06,36.57
