epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53,epoch_54,epoch_55,epoch_56,epoch_57,epoch_58,epoch_59,epoch_60,epoch_61,epoch_62,epoch_63,epoch_64,epoch_65,epoch_66,epoch_67,epoch_68,epoch_69,epoch_70,epoch_71,epoch_72,epoch_73,epoch_74,epoch_75,epoch_76,epoch_77,epoch_78,epoch_79,epoch_80,epoch_81,epoch_82,epoch_83,epoch_84,epoch_85,epoch_86,epoch_87,epoch_88,epoch_89,epoch_90,epoch_91,epoch_92,epoch_93,epoch_94,epoch_95,epoch_96,epoch_97,epoch_98,epoch_99,epoch_100,epoch_101,epoch_102,epoch_103,epoch_104,epoch_105,epoch_106,epoch_107,epoch_108,epoch_109,epoch_110,epoch_111,epoch_112,epoch_113,epoch_114,epoch_115,epoch_116,epoch_117,epoch_118,epoch_119,epoch_120,epoch_121,epoch_122,epoch_123,epoch_124,epoch_125,epoch_126,epoch_127,epoch_128,epoch_129,epoch_130,epoch_131,epoch_132,epoch_133,epoch_134,epoch_135,epoch_136,epoch_137,epoch_138,epoch_139,epoch_140,epoch_141,epoch_142,epoch_143,epoch_144,epoch_145,epoch_146,epoch_147,epoch_148,epoch_149,epoch_150,epoch_151,epoch_152,epoch_153,epoch_154,epoch_155,epoch_156,epoch_157,epoch_158,epoch_159,epoch_160,epoch_161,epoch_162,epoch_163,epoch_164,epoch_165,epoch_166,epoch_167,epoch_168,epoch_169,epoch_170,epoch_171,epoch_172,epoch_173,epoch_174,epoch_175,epoch_176,epoch_177,epoch_178,epoch_179,epoch_180,epoch_181,epoch_182,epoch_183,epoch_184,epoch_185,epoch_186,epoch_187,epoch_188,epoch_189,epoch_190,epoch_191,epoch_192,epoch_193,epoch_194,epoch_195,epoch_196,epoch_197,epoch_198,epoch_199
13.182500000000001,24.405,26.405,30.182499999999997,34.8125,36.905,40.3475,42.74250000000001,45.2,47.449999999999996,49.224999999999994,50.1125,52.037499999999994,54.267500000000005,55.895,55.31,57.855,58.83,59.192499999999995,60.404999999999994,62.49,63.08,62.86000000000001,63.3575,64.0725,65.72,65.81,66.23,67.9375,67.08250000000001,68.77499999999999,68.8875,69.69,68.8875,68.19749999999999,70.315,69.4375,70.6325,70.6275,70.5325,70.9425,70.8475,71.57,71.78999999999999,71.4825,72.0525,71.625,71.60249999999999,72.4575,72.4375,72.905,72.465,72.97,73.03500000000001,73.0275,72.9075,73.86,74.33250000000001,72.4425,72.53,73.35,73.27,73.045,74.1475,74.4,74.875,74.355,74.9275,74.41,74.5,74.86749999999999,74.0775,74.30999999999999,74.4275,74.8125,74.8725,74.2575,74.4325,74.06500000000001,73.765,74.205,74.2425,75.18,75.16499999999999,76.13499999999999,75.0325,75.285,75.1475,75.155,73.94,74.47999999999999,75.41,74.8475,76.03,76.6375,75.415,75.1825,75.4125,75.6,74.9375,75.3625,75.4675,75.9525,75.6475,75.4525,75.79,75.455,76.11500000000001,75.87,75.8825,75.41749999999999,76.0,75.315,75.90249999999999,75.2475,76.435,75.4425,76.2725,76.02,75.765,75.44250000000001,76.36500000000001,76.0275,75.4925,76.6375,76.5775,76.15750000000001,76.06249999999999,76.22,76.86749999999999,76.5975,76.3625,76.525,76.11749999999999,76.6325,76.18,76.0575,76.56750000000001,76.4475,76.395,75.65,75.87249999999999,75.8025,76.68249999999999,75.915,76.155,76.5975,76.24499999999999,76.62,75.5275,76.495,76.185,76.285,76.7,76.78,76.64,76.795,76.455,77.07000000000001,76.83,76.285,76.35499999999999,76.6075,76.57749999999999,76.775,75.79249999999999,76.6125,76.11500000000001,76.24000000000001,75.8825,75.9625,76.8975,76.135,76.42500000000001,76.505,76.7475,76.2425,76.62,76.2275,76.305,76.25,76.345,76.26249999999999,76.725,76.6325,75.9025,76.05250000000001,76.4675,76.3075,77.005,75.98750000000001,76.08749999999999,75.505,76.7125,76.26,76.4675,76.14500000000001,76.53,76.515,75.89750000000001
